ID_Sell,ID_Car,ID_Seller,ID_Rating,Price,Mileage,ConsumerReviews,SellerReviews
58,58,53,55,46500,23504,2,1031
59,59,54,56,51000,54449,29,1129
60,60,55,57,18973,110111,262,68
61,61,56,58,25549,66601,270,125
62,62,57,59,18500,79336,356,467
63,63,58,60,20000,87957,94,336
64,64,59,61,33558,27054,68,268
65,65,60,62,122222,29918,5,268
66,66,61,63,4750,67792,90,63
67,67,62,64,27500,21870,568,1801
68,68,63,65,21795,74832,568,14
69,69,64,66,25950,55001,50,95
70,70,65,67,44998,37979,39,3
71,71,66,68,19949,60122,317,516
72,72,67,69,14500,92378,176,7
73,73,68,70,12499,75012,87,54
74,74,69,71,30187,42185,202,1643
75,75,70,72,28959,27088,202,365
76,76,71,73,106999,15113,2,738
77,77,72,74,71458,18022,14,2448
78,78,73,75,30716,26693,202,4458
79,79,74,76,17995,21368,134,895
80,80,75,77,49995,11970,51,1472
81,81,76,78,40500,32143,16,65
82,82,77,79,52874,84844,10,3
83,83,78,80,62995,35652,14,1224
84,84,79,81,26975,39474,24,7
85,85,79,81,25975,42899,24,7
86,86,80,82,56287,33427,10,1108
87,87,81,83,29995,45266,24,609
88,88,82,84,17899,130602,26,42
89,89,83,85,38999,36347,59,24
90,90,84,86,42492,11140,32,27
91,91,85,87,31998,27521,69,4
92,92,86,88,33998,23046,232,186
93,93,87,89,28998,27911,205,7
94,94,88,10,49995,24858,56,1553
95,95,14,15,40600,21863,56,92
96,96,89,90,26000,7572,78,467
97,97,90,91,29998,8832,343,2
98,98,91,92,27998,70778,343,393
99,99,92,93,51931,20606,42,5633
100,100,93,94,25988,135228,391,1839
101,101,94,95,35700,36644,42,933
102,102,95,96,38884,21349,42,508
103,103,96,97,14499,116693,28,141
104,104,97,98,51950,29597,15,1
105,105,98,99,33995,18752,24,100
106,106,99,100,18950,57000,308,13
107,107,100,101,21998,92614,310,2
108,108,101,102,29995,78378,264,4
109,109,102,103,16985,47061,547,1083
110,110,103,104,39368,27027,363,1
111,111,104,105,21998,29865,69,2808
112,112,105,106,36525,56722,266,285
113,113,106,107,27289,41010,76,1
114,114,107,108,47805,26042,17,84
115,115,108,109,49500,10640,42,1102
116,116,109,110,28850,139597,107,72
117,117,110,111,19800,20164,169,62
118,118,111,112,26884,53043,415,12
119,119,112,113,43171,22250,63,216
120,120,113,114,18550,93960,623,1106
121,121,114,115,42950,15002,63,7
122,122,115,116,34856,26135,63,2124
123,123,116,117,34888,17542,63,1003
124,124,117,118,26455,113580,138,413
125,125,118,119,36500,29500,41,59
126,126,119,120,70996,33757,6,797
127,127,120,121,55841,26663,19,57
128,128,121,122,70490,24054,37,750
129,129,122,123,68988,11049,19,1489
130,130,123,124,24950,63014,133,85
131,131,124,125,8500,141372,135,151
132,132,125,126,33895,79436,77,169
133,133,126,127,34997,23349,391,262
134,134,127,128,45996,15150,50,1765
135,135,128,129,39989,30136,126,362
136,136,129,130,107998,28000,19,6
137,137,130,131,34000,47552,12,321
138,138,51,53,28500,26893,3,1047
139,139,51,50,20000,42836,546,1047
140,140,131,132,39785,45281,13,676
141,141,132,133,31599,48522,39,246
142,142,133,134,58992,17509,55,2704
143,143,134,135,29449,49926,39,226
144,144,135,136,4995,213000,154,33
145,145,136,137,24995,49051,275,327
146,146,137,138,4388,83368,62,77
147,147,138,139,47988,10913,76,450
148,148,139,140,28933,21055,76,1180
149,149,140,141,39997,36236,126,236
150,150,141,142,19990,97315,27,75
151,151,142,143,30490,44844,245,5038
152,152,143,144,15899,48478,107,48
153,153,144,145,84888,7484,3,213
154,154,145,146,86995,14829,6,1381
155,155,146,147,22950,31948,50,10
156,156,147,148,22900,81467,13,10
157,157,67,149,28900,53065,39,7
158,158,68,150,16499,15875,36,54
159,159,148,151,24985,65946,50,33
160,160,149,152,38000,20870,28,1466
161,161,70,72,28459,28466,202,365
162,162,150,153,31991,13924,202,1911
163,163,151,154,65995,9561,10,472
164,164,152,74,71242,25046,14,1638
165,165,153,155,20700,60419,140,780
166,166,154,156,33750,25815,224,42
167,167,155,157,39412,12374,50,157
168,168,156,158,55863,19847,11,237
169,169,157,159,33888,18675,123,175
170,170,158,160,39900,12304,50,41
171,171,159,161,71277,15002,15,3306
172,172,160,162,57900,23698,40,992
173,173,161,163,9899,97978,60,129
174,174,162,164,39919,46525,253,725
175,175,163,165,26200,30403,279,65
176,176,164,166,33682,45313,131,195
177,177,165,167,73992,12332,10,143
178,178,166,168,35400,34565,99,133
179,179,167,169,31995,57583,99,12
180,180,168,170,24999,151989,34,26
181,181,6,171,26955,12123,546,1071
182,182,169,172,54998,14950,55,760
183,183,170,173,18500,10514,233,36
184,184,171,174,42727,39866,253,1811
185,185,172,175,49499,59742,15,80
186,186,20,176,41300,3756,1,65
187,187,20,176,40000,4084,1,65
188,188,173,177,8800,154866,214,548
189,189,22,23,29700,13925,109,96
190,190,174,178,34997,60802,141,110
191,191,175,179,42505,12090,83,1519
192,192,176,180,47988,26589,245,2
193,193,177,181,56500,11559,1,97
194,194,178,182,28400,14634,109,68
195,195,179,183,40968,34148,82,1678
196,196,179,184,43968,32356,82,1678
197,197,179,185,42962,15038,103,1678
198,198,180,186,55901,31831,53,1455
199,199,181,187,29895,30322,230,744
200,200,182,188,46991,39855,189,826
201,201,183,189,77480,34021,5,1341
202,202,184,190,30595,33296,72,419
203,203,185,191,65786,32600,1,62
204,204,186,192,24750,32770,75,15
205,205,187,193,32290,20396,72,4219
206,206,188,194,42995,19615,425,171
207,207,189,195,39521,39669,30,162
208,208,190,196,28693,30340,540,31
209,209,191,197,36995,50116,140,212
210,210,192,198,41499,30260,50,576
211,211,193,199,16823,40060,175,15
212,212,194,200,5995,204440,47,2
213,213,37,201,9995,77792,22,383
214,214,195,202,34499,36188,540,2629
215,215,196,203,37998,37750,189,6
216,216,39,41,26256,55545,61,923
217,217,107,204,81749,27289,22,84
218,218,197,205,15800,89247,43,32
219,219,198,206,21690,75290,415,1153
220,220,199,207,47990,17123,42,1033
221,221,200,208,31290,37033,32,2069
222,222,201,209,46079,16854,189,2268
223,223,202,210,28998,17590,770,16
224,224,110,211,20900,75592,223,62
225,225,41,212,53967,31179,75,380
226,226,203,213,39597,19377,30,12
227,227,203,214,47997,33855,99,12
228,228,204,215,44561,12051,8,56
229,229,204,216,44591,13109,8,56
230,230,205,217,40565,19782,72,585
231,231,206,218,71000,10500,5,585
232,232,120,121,52541,6914,19,57
233,233,207,219,44850,49950,42,4
234,234,208,220,36498,36790,223,936
235,235,209,221,37500,10662,72,936
236,236,124,222,13989,14035,39,151
237,237,210,223,21998,11326,132,7
238,238,211,224,18997,43148,132,677
239,239,125,225,32495,89990,77,169
240,240,125,226,25695,59725,36,169
241,241,212,227,38700,11510,31,66
242,242,213,228,18985,87091,652,4
243,243,214,229,35500,32858,224,4644
244,244,215,230,27491,23639,230,1103
245,245,216,231,8999,94876,10,49
246,246,217,232,49989,73178,29,559
247,247,218,233,19995,141281,262,159
248,248,219,234,14290,90908,44,363
249,249,220,235,47455,17212,76,256
250,250,221,236,47940,21603,27,1195
251,251,222,237,30916,35332,22,3110
252,252,223,238,18375,72278,31,145
253,253,224,239,29900,22855,98,145
254,254,225,240,30495,30820,17,1040
255,255,143,241,13899,54898,381,48
256,256,226,242,19900,71815,114,82
257,257,227,243,19998,74430,317,4976
258,258,228,244,23845,29879,275,2882
259,259,229,245,11995,90958,79,15
260,260,230,246,38310,14494,133,4649
261,261,231,247,56998,18031,55,692
262,262,232,248,30885,29085,16,557
263,263,233,249,11995,96442,57,92
264,264,234,250,44718,38336,3,40
265,265,235,165,27977,12679,279,1254
266,266,236,251,23990,10460,279,26
267,267,237,252,72735,6626,1,3551
268,268,238,253,26496,28601,136,22
269,269,2,254,59998,10932,9,131
270,270,2,255,48998,11843,67,131
271,271,239,256,29875,21868,540,450
272,272,240,257,72998,41198,37,1
273,273,241,258,33185,35825,40,55
274,274,6,259,20955,102893,61,1071
275,275,242,260,31492,64403,34,116
276,276,9,261,27575,16929,334,1366
277,277,243,262,29499,47445,445,916
278,278,244,263,27499,37852,270,250
279,279,245,264,34999,56557,13,16
280,280,246,265,62787,10422,53,780
281,281,24,266,18699,124282,73,176
282,282,247,267,28994,33148,95,3
283,283,248,268,33029,39535,198,291
284,284,249,269,37962,32702,64,955
285,285,250,270,74799,12708,15,507
286,286,250,271,35799,19527,87,507
287,287,179,184,41967,33921,82,1678
288,288,251,272,28619,34283,72,4307
289,289,251,32,35739,28251,42,4307
290,290,252,273,27981,11945,18,2087
291,291,253,274,16999,14606,46,28
292,292,183,275,35480,38337,42,1341
293,293,254,276,29401,39336,173,812
294,294,255,277,49999,13053,128,43
295,295,256,278,22995,43485,45,3
296,296,32,34,38348,31039,82,1911
297,297,257,279,33997,19426,540,67
298,298,258,280,40000,39186,30,324
299,299,259,281,74900,10926,15,111
300,300,260,282,34991,33995,224,1343
301,301,260,283,67399,36343,10,1343
302,302,261,284,66000,16581,79,450
303,303,261,285,32500,46542,22,450
304,304,35,286,17352,65076,572,192
305,305,262,287,32299,32033,21,7
306,306,263,288,54335,36089,5,180
307,307,264,289,34995,38383,223,189
308,308,265,290,36605,21316,217,628
309,309,266,291,37331,18576,217,1573
310,310,267,292,52308,14222,16,1137
311,311,268,293,22177,54163,415,481
312,312,269,294,46988,21460,50,1206
313,313,199,295,47044,34337,42,1033
314,314,202,296,35998,56044,69,16
315,315,270,244,29628,17288,169,1922
316,316,271,297,52506,27017,26,1948
317,317,272,298,43704,6398,63,131
318,318,273,299,29275,13112,652,3815
319,319,274,300,23999,99697,63,599
320,320,275,301,62995,30425,27,1522
321,321,124,302,19989,48203,187,151
322,322,276,303,17488,30364,183,542
323,323,277,304,46995,33976,211,447
324,324,130,305,31500,47004,12,321
325,325,278,306,34744,39946,202,9
326,326,279,307,37220,32624,32,1046
327,327,51,308,21000,68603,192,1047
328,328,280,309,24900,10062,93,277
329,329,281,194,41922,46946,425,537
330,330,282,310,43850,10732,19,732
331,331,283,311,28950,71106,11,933
332,332,284,312,9900,65629,104,1132
333,333,285,313,15995,47467,307,154
334,334,286,314,19981,51430,743,1431
335,335,287,315,49000,30421,22,1706
336,336,287,316,47500,19572,99,1706
337,337,288,317,63367,38729,12,349
338,338,289,318,29991,31676,17,1028
339,339,290,319,58591,31750,55,1226
340,340,291,320,31497,25943,17,1435
341,341,292,321,37963,49312,51,401
342,342,293,247,53058,35662,55,3037
343,343,294,322,18485,73347,317,1092
344,344,295,323,15969,99498,317,133
345,345,296,324,34955,59498,285,1058
346,346,297,325,19900,43121,317,97
347,347,68,326,13899,68535,44,54
348,348,298,327,11495,114708,79,44
349,349,299,328,69888,46661,22,17
350,350,70,329,30959,15341,309,365
351,351,300,330,31995,20910,21,147
352,352,301,331,29900,22207,309,6302
353,353,154,332,31950,45922,77,42
354,354,302,71,31997,13519,202,1603
355,355,303,333,51980,25593,91,955
356,356,304,334,39790,44271,35,94
357,357,305,335,26998,33711,279,2
358,358,306,336,35977,53249,94,2336
359,359,307,337,63940,30523,53,707
360,360,308,338,40899,38530,253,2127
361,361,309,339,30299,18410,230,219
362,362,310,340,82995,33316,24,446
363,363,311,341,61988,36323,10,881
364,364,312,342,73990,10729,10,95
365,365,313,343,34999,51960,817,1938
366,366,242,344,41990,11309,17,116
367,367,314,345,72650,13919,15,789
368,368,171,346,44864,34593,42,1811
369,369,315,347,22999,50127,280,19
370,370,316,348,35615,73966,261,256
371,371,19,349,71819,14004,22,2
372,372,19,350,39439,39412,224,2
373,373,317,351,42989,25055,141,764
374,374,318,352,58998,37414,88,997
375,375,319,353,19687,94374,109,26
376,376,320,25,28952,45209,343,687
377,377,320,25,26952,39537,343,687
378,378,321,354,49998,10843,30,1202
379,379,250,270,75209,14347,15,507
380,380,179,355,50962,37837,19,1678
381,381,322,356,20800,73467,352,13
382,382,323,357,48000,37001,42,2597
383,383,251,358,33189,43496,42,4307
384,384,324,359,12998,65881,65,1
385,385,325,357,55900,19814,42,563
386,386,326,360,27000,19501,72,2
387,387,327,361,72991,32731,27,5
388,388,184,362,51273,24793,91,419
389,389,328,363,15500,51503,504,42
390,390,329,364,51998,10769,35,273
391,391,330,365,50995,36411,211,88
392,392,331,366,49965,41125,13,114
393,393,34,36,33691,13575,32,112
394,394,332,367,17997,42436,205,100
395,395,333,368,26999,51492,505,848
396,396,334,351,43596,22492,141,16
397,397,335,369,45500,49541,219,68
398,398,336,370,33277,23320,133,193
399,399,106,371,21989,30406,182,1
400,400,337,372,33663,43807,395,17
401,401,338,373,30999,41944,115,1971
402,402,339,374,35998,49386,107,9
403,403,109,375,35473,115795,107,72
404,404,340,376,9999,47786,212,74
405,405,341,377,26900,88023,250,33
406,406,342,378,15995,43374,546,1
407,407,343,379,14999,136510,125,25
408,408,344,380,50767,11309,42,440
409,409,345,381,38999,36896,44,841
410,410,346,382,49996,16172,33,445
411,411,347,188,32979,52649,184,165
412,412,348,383,27995,19220,276,1302
413,413,349,384,29995,49175,37,4925
414,414,350,385,37500,33358,425,604
415,415,351,386,13950,30767,132,8
416,416,352,387,21500,66380,176,8
417,417,353,388,51909,45377,10,354
418,418,354,389,47500,17711,16,140
419,419,355,390,24998,51465,275,3
420,420,356,391,48998,17912,16,139
421,421,357,392,37988,39396,32,310
422,422,358,393,48916,17785,32,1464
423,423,359,394,22790,19333,67,1160
424,424,360,395,3999,77648,50,354
425,425,360,396,6999,100000,65,354
426,426,361,397,49997,20222,92,557
427,427,362,398,64900,11733,16,1001
428,428,363,399,70988,14751,88,51
429,429,364,400,22495,50757,107,111
430,430,54,401,42900,49441,70,1129
431,431,286,402,19750,106506,140,1431
432,432,365,403,34590,12848,84,1431
433,433,366,404,48995,63263,10,13
434,434,367,405,23972,50250,76,493
435,435,368,406,29995,83664,26,58
436,436,369,407,17900,90848,68,58
437,437,370,408,31000,35422,224,4436
438,438,371,409,34389,31555,224,604
439,439,372,410,28498,17666,568,2
440,440,225,411,31995,30048,13,1040
441,441,373,412,34245,30600,85,1337
442,442,61,413,6950,54640,38,63
443,443,293,414,16654,107171,147,3037
444,444,374,415,22894,28956,90,980
445,445,375,416,39816,17072,30,329
446,446,376,417,36999,17875,28,1169
447,447,74,418,23995,80588,17,895
448,448,377,419,31491,16821,309,2416
449,449,77,420,39950,13243,173,3
450,450,234,421,33016,13990,79,40
451,451,378,422,27990,52756,32,89
452,452,379,423,55988,34129,3,6595
453,453,380,333,57861,13308,91,936
454,454,381,424,23437,56352,125,2580
455,455,382,256,31336,37744,540,3682
456,456,383,425,53795,33394,55,610
457,457,384,426,45899,33014,46,2
458,458,385,427,40995,12369,50,1251
459,459,386,428,6990,181419,135,367
460,460,387,429,65988,31649,2,584
461,461,388,430,76988,31640,3,166
462,462,389,168,35998,34318,99,1572
463,463,390,431,27500,31846,270,1367
464,464,391,432,25995,42282,233,505
465,465,9,433,60000,47069,13,1366
466,466,170,434,14900,29501,58,36
467,467,171,435,39587,37805,189,1811
468,468,19,436,53989,29180,55,2
469,469,392,437,40998,33379,51,35
470,470,393,438,32199,36219,89,2
471,471,394,439,25999,85417,488,4
472,472,395,440,56343,30633,4,1
473,473,249,269,33962,49340,64,955
474,474,249,441,42962,30471,51,955
475,475,396,442,42888,19367,35,144
476,476,397,443,32989,39569,133,8388
477,477,398,444,64980,17601,17,1552
478,478,399,445,78790,34376,3,620
479,479,400,113,41991,16676,63,1428
480,480,401,446,39988,37332,18,1064
481,481,402,208,48995,21732,93,258
482,482,403,447,26947,82274,262,31
483,483,331,448,140000,37601,16,114
484,484,260,449,35991,38108,419,1343
485,485,260,450,34989,36599,56,1343
486,486,404,451,78749,31499,24,722
487,487,405,88,38998,13134,50,587
488,488,406,209,33675,45263,770,5146
489,489,193,452,12987,54552,131,15
490,490,407,453,47000,18951,24,1642
491,491,408,454,38749,15347,32,40
492,492,409,455,50591,16076,3,221
493,493,410,161,74000,10395,15,1295
494,494,195,202,35573,38276,540,2629
495,495,411,172,52767,41603,55,394
496,496,412,456,62977,13901,68,10
497,497,413,457,45877,39356,17,3185
498,498,414,458,57775,42427,33,327
499,499,415,459,29590,31923,6,1142
500,500,416,460,46890,8955,50,682
501,501,417,461,33995,61762,146,581
502,502,418,462,35910,49368,140,235
503,503,271,463,46733,45203,26,1948
504,504,419,464,55488,42055,55,652
505,505,420,465,42999,36936,83,510
506,506,421,466,29809,37746,66,934
507,507,422,467,69000,11382,10,105
508,508,423,468,34447,46832,223,330
509,509,424,469,42980,31145,208,133
510,510,425,470,26405,22828,156,732
511,511,426,471,26996,89500,138,31
512,512,427,472,50430,17610,76,666
513,513,428,473,28572,39996,415,1605
514,514,429,474,19982,50492,258,739
515,515,430,475,42080,21151,16,156
516,516,431,476,50891,19871,42,962
517,517,50,477,24995,46158,229,7
518,518,432,478,37438,55777,31,1169
519,519,433,479,44712,14547,63,257
520,520,434,480,26504,48353,72,370
521,521,435,481,53222,17880,35,33
522,522,436,482,34071,31649,63,1085
523,523,437,483,8995,12475,62,117
524,524,281,484,33821,27292,96,537
525,525,438,485,61230,45304,16,795
526,526,439,134,56438,36600,55,2445
527,527,440,486,7990,203777,113,1
528,528,441,487,30995,15893,230,77
529,529,442,488,77895,10505,11,110
530,530,443,341,67800,34631,10,905
531,531,444,489,13750,69831,82,159
532,532,445,490,16500,46024,71,1445
533,533,366,491,33995,63044,27,13
534,534,446,492,57427,38569,10,112
535,535,447,493,40591,4230,17,20
536,536,448,494,30495,21299,540,1891
537,537,449,495,28990,32934,17,923
538,538,450,496,46788,10187,102,2357
539,539,451,497,43052,18570,51,2965
540,540,452,498,29595,55246,30,21
541,541,453,499,52998,58661,14,77
542,542,454,500,25999,15207,205,85
543,543,454,501,31500,30424,652,85
544,544,455,502,39950,35135,17,56
545,545,379,503,42888,30607,51,6595
546,546,456,504,39999,32063,66,166
547,547,457,505,5999,147905,129,27
548,548,458,506,10995,110521,53,21
549,549,459,507,25985,52911,56,190
550,550,305,508,23998,25883,167,2
551,551,79,509,26975,14164,11,7
552,552,460,510,37900,17613,30,581
553,553,461,511,18807,31859,206,124
554,554,462,512,34495,48303,25,954
555,555,463,513,18995,84113,488,2118
556,556,1,514,34998,25217,181,3
557,557,464,515,46177,18698,23,662
558,558,86,516,33998,17166,232,186
559,559,465,517,42999,19860,50,775
560,560,466,518,31998,14335,17,197
561,561,87,519,28998,38088,66,7
562,562,317,520,45989,14026,61,764
563,563,467,521,21594,61908,315,999
564,564,468,522,45991,26230,151,2
565,565,469,523,33980,99996,391,1763
566,566,470,524,37993,14417,202,460
567,567,179,183,42962,15638,82,1678
568,568,471,525,33899,26658,32,1358
569,569,472,526,13999,43924,112,18
570,570,473,527,64991,13566,28,1902
571,571,474,528,27993,38655,28,4
572,572,475,529,30991,30500,133,279
573,573,476,530,29952,14804,444,1155
574,574,477,531,22000,83550,220,1155
575,575,478,532,18495,99768,280,1234
576,576,260,533,23491,56495,176,1343
577,577,479,534,59987,33345,10,2060
578,578,480,535,32998,28220,52,1250
579,579,481,536,21498,112417,90,44
580,580,35,537,17854,58476,318,192
581,581,482,538,19990,67744,49,5
582,582,483,539,26998,52021,89,284
583,583,484,540,45700,10934,58,284
584,584,485,408,37690,16838,224,834
585,585,486,541,9995,84386,149,12
586,586,487,542,28995,82943,184,5
587,587,488,543,51951,30387,425,1175
588,588,489,544,33499,88842,140,38
589,589,490,545,34442,38681,40,649
590,590,491,546,27450,13451,357,24
591,591,492,547,69095,24796,27,611
592,592,493,548,39995,15479,64,1661
593,593,494,549,50000,18988,7,1709
594,594,495,550,24995,78635,17,191
595,595,496,551,50906,37827,13,604
596,596,427,552,40788,30569,19,666
597,597,497,553,33500,32629,32,168
598,598,498,172,48481,55931,55,846
599,599,499,554,69690,16261,37,745
600,600,500,555,30995,58539,115,566
601,601,501,556,50000,31213,29,3614
602,602,502,557,48964,38697,102,2693
603,603,503,558,29900,51175,652,920
604,604,504,559,29740,38184,66,3485
605,605,279,560,32054,30502,17,1046
606,606,505,561,36873,37581,94,2787
607,607,506,408,42548,24280,92,3454
608,608,507,445,61600,16472,4,205
609,609,508,562,41623,12236,92,343
610,610,281,563,46921,36122,26,537
611,611,509,564,46500,10228,92,473
612,612,134,135,29249,50011,39,226
613,613,510,565,45998,14289,102,3
614,614,511,566,33000,26802,66,589
615,615,512,567,10990,48515,129,10
616,616,216,568,12999,52366,75,49
617,617,513,569,38881,33955,82,586
618,618,514,570,36000,15028,109,2766
619,619,515,571,65499,4921,2,388
620,620,516,572,60400,46021,16,135
621,621,517,573,18987,117075,64,92
622,622,518,497,49999,32204,51,27351
623,623,519,512,36977,24601,25,150
624,624,520,574,48288,36683,7,238
625,625,521,575,30082,34445,224,1155
626,626,522,576,38000,18752,85,870
627,627,523,577,49952,27519,82,531
628,628,524,578,63791,10666,12,1044
629,629,450,496,46588,11518,102,2357
630,630,525,579,30291,30840,107,58
631,631,526,145,86996,7215,3,477
632,632,230,580,40000,17003,165,4649
633,633,231,497,52998,28266,51,692
634,634,527,581,41991,39841,146,3017
635,635,528,582,262500,25428,1,320
636,636,529,77,53990,22190,51,488
637,637,457,583,7488,152865,53,27
638,638,530,584,44995,16389,30,344
639,639,531,361,60000,34067,27,553
640,640,79,585,27975,39981,27,7
641,641,532,586,34321,49033,64,1107
642,642,533,587,25975,22502,279,817
643,643,534,588,41475,31159,19,242
644,644,535,427,38483,20803,50,1240
645,645,536,589,59995,11704,20,16
646,646,537,590,18189,88573,76,1007
647,647,538,591,68880,15834,23,3
648,648,539,592,56999,31383,53,315
649,649,389,593,34998,19099,30,1572
650,650,540,594,20888,75271,200,132
651,651,541,595,30697,63190,99,53
652,652,542,596,56388,21990,4,3
653,653,543,597,38900,58211,23,139
654,654,544,598,46000,49892,20,11513
655,655,171,599,21978,56098,233,1811
656,656,545,600,19991,66068,280,593
657,657,546,601,52636,40090,219,13
658,658,547,602,54983,16300,42,2086
659,659,548,603,14900,122705,623,11
660,660,396,209,45657,44182,189,144
661,661,549,604,43859,11108,11,68
662,662,550,605,40999,46965,51,1252
663,663,551,606,34950,36819,204,1452
664,664,97,607,30479,38771,206,1
665,665,552,608,27995,14369,151,5
666,666,476,609,23784,69167,73,1155
667,667,329,610,40998,34283,39,273
668,668,34,611,68991,46028,10,112
669,669,553,612,46300,1893,21,6
670,670,554,613,24500,87607,770,152
671,671,555,614,115000,19774,2,7
672,672,556,615,26000,68176,193,467
673,673,557,616,30269,46553,152,838
674,674,558,617,38480,44624,77,1614
675,675,559,618,43989,27103,83,5128
676,676,560,619,58540,16556,14,318
677,677,561,620,64998,24000,16,64
678,678,196,621,38998,54742,66,6
679,679,562,256,33000,33223,540,6428
680,680,563,622,42998,54850,37,10
681,681,564,623,26923,88263,69,1
682,682,565,624,53999,3744,10,1113
683,683,566,625,32452,52662,146,1885
684,684,567,626,38995,39580,90,3035
685,685,568,627,36397,31264,49,554
686,686,569,628,70999,32836,27,413
687,687,570,629,50999,12491,93,284
688,688,571,630,21990,38537,134,38
689,689,344,631,46856,10076,42,440
690,690,572,299,29980,62513,803,1925
691,691,573,220,31832,84908,223,1185
692,692,574,632,38580,27526,76,1856
693,693,575,633,35490,18610,141,663
694,694,576,634,37976,57255,395,2
695,695,577,635,47995,11727,39,223
696,696,578,636,56900,21369,15,174
697,697,579,637,33850,38100,224,2297
698,698,580,638,39653,39050,18,369
699,699,581,639,36479,19745,224,1242
700,700,582,640,34891,71813,223,802
701,701,583,641,22987,25982,109,724
702,702,584,642,88990,17746,3,312
703,703,584,642,82990,32199,3,312
704,704,585,643,41900,60122,3,154
705,705,502,644,48963,17996,102,2693
706,706,586,32,38965,50235,42,1176
707,707,214,645,41200,33426,63,4644
708,708,587,409,43191,11695,92,1758
709,709,133,134,54778,35073,55,2704
710,710,588,646,31590,19137,79,734
711,711,589,647,69900,34096,10,1645
712,712,590,172,51495,41452,55,1123
713,713,591,648,15999,48300,258,5
714,714,592,649,49490,8425,32,558
715,715,520,650,42613,14639,16,238
716,716,593,651,24750,32771,568,2581
717,717,594,652,52500,37738,13,418
718,718,595,653,22891,46562,174,453
719,719,61,654,17450,59518,99,63
720,720,596,655,57078,11554,12,163
721,721,597,656,33899,37507,27,2143
722,722,598,657,38999,68543,42,562
723,723,599,658,31595,44502,94,1475
724,724,230,659,19785,86687,76,4649
725,725,600,660,21995,18447,133,548
726,726,601,661,28507,42594,232,529
727,727,77,662,66450,25578,53,3
728,728,602,663,37615,34450,103,872
729,729,456,504,39999,38047,66,166
730,730,603,664,10997,116399,229,1913
731,731,604,665,38788,17862,19,758
732,732,605,416,38698,32770,30,2405
733,733,606,666,30698,47479,79,58
734,734,163,667,31500,31766,178,65
735,735,607,668,23989,12321,3,608
736,736,608,669,36800,24903,425,39
737,737,609,670,65500,15743,12,545
738,738,610,671,24450,60744,76,68
739,739,611,672,37792,31652,13,2377
740,740,612,673,72386,13751,3,756
741,741,613,674,30365,17797,166,831
742,742,614,675,28860,48840,134,50
743,743,615,676,53893,48765,61,665
744,744,616,677,33991,46570,36,1660
745,745,616,545,36392,13738,40,1660
746,746,617,678,78500,34042,15,18
747,747,618,679,20992,19697,3,6582
748,748,619,680,27932,45991,591,489
749,749,620,681,94981,36199,5,259
750,750,621,682,42998,31604,50,3
751,751,622,683,44592,34508,102,239
752,752,623,684,48945,32660,15,1360
753,753,624,685,43739,19124,102,896
754,754,625,686,25998,40762,109,3
755,755,394,687,26225,18182,13,4
756,756,179,688,40962,40750,117,1678
757,757,179,183,42964,33741,82,1678
758,758,626,689,45217,15490,42,61
759,759,627,690,37000,39785,178,2192
